id,firstName,lastName,gender,nickName,ssn,dateOfBirth
379,Lisha,VIZCARRA,Female,Poppy,903-90-2104,1942-09-04
777,Rose,TRAUTNER,Male,Violetta,902-16-1818,1953-12-06
940,Leonelle,BOCCHINI,Male,Moina,964-55-9512,1935-01-27
988,Minne,IBRAHIM,Female,Gael,921-78-7549,2000-06-13
995,Margaret,BIGGER,Male,Helenka,975-19-6495,1937-09-25
1005,Gisela,CIERSEZWSKI,Female,Gaynor,964-47-4609,1999-11-07
1207,Geri,BRECHBILL,Male,Moina,961-65-2331,1933-12-09
1348,Daisi,GUNNELLS,Female,Babbette,921-51-8747,1996-08-25
1392,Miof Mela,BENNE,Female,Olimpia,973-11-6503,1997-08-22
2056,Deni,FALLIN,Male,Colene,914-75-6405,1984-09-01
2190,Tessie,BACAYO,Female,Casie,973-67-2231,1963-09-21
2226,Loren,TALASKA,Male,Blondell,991-78-8126,1969-11-05
2335,Sybilla,XANDER,Male,Sosanna,992-69-4049,1950-12-17
2533,Dulcinea,DORMER,Male,Devora,979-98-3666,1958-12-09
2680,Arlena,HAMEL,Male,Cherice,984-69-9963,1938-01-31
3169,Rivkah,SPOOR,Male,Jacquenetta,906-16-6239,1979-01-05
3182,Esma,BROCKELMEYER,Male,Danita,973-34-4013,1969-07-04
3357,Felice,WIDMAR,Female,Misti,920-90-4060,1954-01-19
3415,Linzy,CZARNOTA,Male,Helena,910-79-6566,1970-12-25
3480,Micki,VIGORITO,Female,Christa,961-42-7833,1930-11-14
3522,Sandy,SGROI,Female,Janetta,966-81-6026,1967-05-05
3726,Karel,CASTORAL,Male,Fay,940-43-4448,1984-05-22
3932,Joleen,EISENBERG,Female,Roobbie,901-73-9718,1971-10-29
4440,Clementine,DESANTOS,Female,Bibby,981-62-6774,1970-09-29
4654,Sophi,GORDER,Male,Julianna,940-41-2364,1986-03-25
4754,Grethel,STANISLAW,Female,Terra,901-88-4539,2000-04-05
4756,Erina,LOCKETTE,Male,Sarine,912-55-8171,1925-06-12
4906,Lissie,MADRAY,Female,Sue,914-41-8413,1927-11-11
5198,Donia,HAFEN,Female,Anabella,994-92-1961,1927-11-29
5301,Alyss,ENDERLIN,Male,Orelia,962-59-9200,1974-10-20
5335,Hedvige,BUSBY,Female,Daron,992-65-3801,1921-03-03
5554,Tarah,BIESCHKE,Female,Raf,900-49-5522,1997-02-14
5727,Ardith,GRANTLAND,Male,Adrianna,951-86-1305,1954-05-16
5781,Leda,SULENTIC,Female,Malissia,995-41-8807,1923-10-12
5930,Alisha,GRUDZIEN,Female,Milicent,981-84-3102,1930-10-10
5974,Eustacia,HOPSKINS,Female,Margie,930-90-6244,2011-03-26
5987,Lana,VANDEYACHT,Male,Cate,940-97-4310,1926-08-06
6145,Krystle,ESPOSTO,Male,Roxi,997-35-8169,1925-08-18
6244,Suzette,TURMEL,Male,Caitrin,980-54-7804,1919-06-16
6415,Bertine,DOTTERY,Male,Daveen,985-31-4530,1958-09-01
6556,Illa,ABUEL,Male,Vale,971-21-3338,1925-08-05
6581,Leena,GUNAWAN,Male,Larisa,953-65-3935,1999-05-24
6852,Beatrice,LUSKEY,Male,Charlotte,995-58-5792,2018-12-27
7204,Idalina,SISSELL,Female,Kerry,922-57-7491,1964-04-02
7206,Kristel,PERIGO,Female,Candice,964-69-5968,1924-01-31
7553,Rosalynd,HOSSLER,Female,Evangelin,932-10-5767,1921-05-18
7623,Linnea,TANKERSLEY,Female,Cairistiona,948-31-1068,1968-02-24
7662,Arielle,FUDACZ,Female,Tanya,970-64-1529,1988-02-04
7691,Vanessa,ROMANSKI,Male,Vittoria,908-51-5609,1974-11-13
8113,Lynde,MA,Female,Audrie,952-80-5745,1948-02-09
8139,Katlin,WISECUP,Male,Katharina,991-48-7084,1994-06-22
8277,Emmie,DIEFFENBACH,Male,Ramona,985-94-2838,1934-08-23
8796,Lia,SLEZAK,Male,Tammara,933-34-1993,1942-05-05
8843,Ginnie,BONNER,Female,Genvieve,967-98-1826,1986-02-08
8978,Junia,HIOTT,Female,Anet,915-80-9394,1965-06-26
9042,Rosamond,LAPIDUS,Male,Austine,906-28-1359,1936-05-16
9154,Oliy,OSENDORF,Male,Babs,915-73-6982,1975-07-25
9283,Sherye,WETZLER,Female,Romola,989-95-4632,1932-05-06
9296,Allyn,CALABRESE,Female,Kissie,997-93-8017,1927-01-24
9331,Marlena,SWINSON,Female,Shanta,983-70-6061,1996-07-04
9456,Audrie,MALNAR,Female,Natka,941-26-5843,1954-12-23
9574,Kalinda,BURNWORTH,Male,Evvie,900-28-1233,1998-08-26
10144,Olly,KORNER,Male,Ezmeralda,949-13-2158,1963-03-01
10338,Mellisent,ORDAHL,Female,Georgeta,917-83-2821,1983-06-12
10843,Easter,HILLBRANT,Female,Janis,946-94-7253,1958-05-12
11024,Melisandra,DIEBALL,Female,Hester,927-76-4652,1950-03-18
11105,Vittoria,EANES,Female,Sari,966-28-7351,1955-03-06
11178,Mame,KOWALKOWSKI,Female,Odelinda,947-78-1243,1923-03-04
11292,Noami,NICHOLES,Male,Abby,982-92-9091,1978-05-23
11534,Clementina,HOEGH,Male,Bendite,941-72-8165,1981-03-15
11632,Brianne,EBEY,Female,Simone,985-90-5324,1950-11-29
11971,Harri,HAGGART,Female,Alikee,982-67-8049,1988-09-22
12063,Gabie,KLUMP,Female,Vivien,928-28-2332,2010-11-13
