id,firstName,lastName,gender,nickName,ssn,dateOfBirth
670,Josie,BERRELL,Female,Maryanna,987-36-7858,1947-03-02
1036,Alie,HOFFMAN,Male,Sande,936-28-9049,1943-02-09
1070,Judie,LEWEY,Male,Delilah,930-47-8023,1934-11-06
1552,Noemi,YA,Female,Lanae,997-18-5718,1960-04-17
2023,Tobi,ZURASKY,Male,Sybil,905-55-9361,1958-05-23
2075,Bonny,KETCHEM,Male,Roze,940-25-1358,1993-03-22
2777,Julianna,MISENER,Male,Dede,962-34-1877,1940-09-11
2823,Laure,NAMISNAK,Male,Natalie,915-66-9512,2003-06-13
2863,Stacie,CZACHOROWSKI,Female,Kellie,948-36-1417,1983-06-11
2872,Geri,CONOLY,Male,Janice,961-14-6822,2015-04-18
3008,Adel,EVENER,Male,Timi,996-79-8549,2002-07-17
3221,Krysta,CARROUSAL,Female,Alysa,926-90-8824,1971-05-02
3512,Beatrix,BOLLIE,Male,Ede,972-65-6476,1969-07-23
4201,Lil,ALNOOR,Female,Carlota,970-72-2782,1920-06-01
4276,Brittany,DEINES,Male,Linnea,902-30-5274,1921-05-05
4744,Andie,SOLORZANO,Male,Becca,984-17-3215,1958-03-12
4832,Angela,TUCCIARONE,Female,Yasmin,986-81-8104,1955-01-06
5259,Lynsey,COLLURA,Male,Irita,984-26-8803,1942-07-27
5327,Damara,BUAL,Male,Roselin,938-23-5524,1950-06-03
5516,Shelagh,FERELL,Female,Nedda,904-39-6053,1989-04-12
5552,Gwen,EAGY,Male,Neala,979-83-7080,1933-12-19
6953,Morgan,ANGILELLO,Male,Raphaela,928-62-3462,1919-12-10
6967,Carri,SKRIP,Female,Robinet,918-39-8734,1988-01-30
7252,Kristien,BAWANY,Male,Robinett,942-14-6309,1924-01-14
7354,Robinette,SLOT,Female,Nita,932-14-6462,1955-05-12
7659,Patricia,TWERSKY,Male,Sunny,921-94-5829,1943-01-15
7731,Maudie,ISEMAN,Male,Cris,947-57-6164,1930-06-05
7958,Mady,DUNTON,Female,Amie,942-42-9605,1941-12-12
