id,firstName,lastName,gender,nickName,ssn,dateOfBirth
216,Godiva,QUINALTY,Male,Nancie,901-50-9034,1921-02-18
286,Miguelita,OUSLEY,Female,Eda,965-50-7745,2005-11-20
598,Doe,COOGAN,Male,Domini,930-49-5519,1924-06-09
767,Stephannie,GULLOTTA,Male,Arlie,972-90-8711,1965-01-07
840,Meaghan,BICHLER,Female,Salli,980-21-6936,1951-02-21
864,Marilin,DENSLEY,Male,Kara,950-43-7229,1948-05-08
1109,Rea,GRIEVES,Female,Biddy,952-12-4077,2012-08-30
1170,Jyoti,GUTHERIE,Male,Shirl,982-50-4170,1943-10-01
1197,Phelia,MEDEL,Female,Tedi,984-82-8397,1999-09-07
1304,Letisha,VIRUET,Female,Garland,901-24-1082,1970-01-16
1311,Martita,LEMING,Female,Darline,979-75-2023,1960-08-09
1573,Dee,CULL,Male,Mona,965-28-8977,1999-10-03
1869,Frank,HACKENBERG,Male,Blinnie,993-37-4729,1978-08-17
2074,Marci,PAOLETTO,Male,Lelah,967-56-6409,1933-01-31
2425,Jeannine,FORDEN,Male,Vinni,933-44-9233,2018-09-02
2507,Atlante,FAAS,Female,Min,952-75-6236,1994-09-26
2686,Pammi,QUINTANILLA,Male,Davida,955-55-1806,2004-06-01
2689,Marcile,TENGBEN,Female,Laurella,904-33-2827,1970-03-02
2725,Fancie,EBERLE,Female,Josephina,946-62-4328,1986-02-19
2780,Ainslie,CORDIA,Male,Alidia,989-53-1977,1976-02-26
2834,Oralie,YAMAOKA,Male,Lanie,957-76-2436,1969-02-01
3126,Bernardina,WANSCHEK,Female,Shelli,906-33-8235,2013-11-17
3273,Mechelle,GHIORSO,Male,Stephana,904-31-1557,1936-09-22
3313,Donelle,BURBY,Male,Kari,926-13-7532,1978-01-10
3525,Meriel,GUILD,Male,Edie,969-21-6577,1981-05-30
3529,Rozanna,PETRIS,Male,Antonia,960-93-3490,1937-12-20
3768,Joletta,PAWLIKOWSKI,Male,Ailee,956-95-1711,1955-02-14
3910,Virgina,MORTENSEN,Male,Corina,912-92-9218,1995-06-09
4026,Caria,BOLDMAN,Male,Demetris,908-85-2391,1998-01-13
4070,Maritsa,BERGEMAN,Female,Giovanna,947-66-1111,2012-07-01
4074,Lucinda,HOELTER,Male,Kaye,942-40-5990,1922-12-17
4119,Vinni,GRONVALL,Female,Marlo,963-57-1558,2011-10-12
4186,Bryana,JOINES,Female,Erminie,906-48-4757,1960-10-02
4587,Natalina,PORTE,Male,Pru,934-51-1122,1985-11-06
4711,Trude,CARRERAS,Female,Catherin,965-24-6201,2013-12-29
5368,Isabella,PINGREE,Male,Melly,967-31-8659,1961-06-09
5389,Katie,TALAMAS,Male,Cherida,997-69-8361,1972-11-26
5420,Cecilia,ODE,Male,Agnese,933-50-9884,1926-05-02
5464,Mercy,STRACHN,Female,Ellie,991-50-3627,1989-08-08
5514,Marlena,HAMMOCK,Male,Kimberlyn,968-10-5413,1988-11-27
5538,Kirstin,GAFFKE,Male,Marthena,906-11-2775,1971-03-28
5780,Buffy,MATTHIS,Male,Kattie,933-63-2311,2007-01-10
6014,Willamina,COMINSKY,Male,Ruth,910-24-7222,1996-10-20
6020,Dawn,WELLMANN,Female,Wanda,931-66-6740,1945-06-09
6102,Josepha,TEODORO,Female,Madelle,982-36-6336,1972-04-19
6245,Blanche,MILBRANDT,Male,Robby,996-55-7252,1953-06-18
6403,Raquela,BUSKOHL,Female,Odele,904-18-5396,2013-07-16
6753,Caro,BLONG,Female,Emelda,998-68-6232,1935-01-28
6765,Rayshell,NIZIOL,Female,Lottie,932-83-8666,2002-03-02
7256,Jacklyn,BERGFIELD,Male,Emyle,979-53-2722,1927-02-26
7467,Emlynn,CRING,Male,Devonne,901-43-8528,1979-04-28
7640,Arabel,GASTELUM,Female,Cyndi,953-67-7272,2017-07-20
7772,Almira,HUFFSTUTTER,Male,Babita,905-93-4597,1998-10-26
7807,Jaquelyn,BRISTER,Male,Isabelle,941-95-6518,1984-12-29
8337,Pippa,IMHOFF,Female,Vanda,936-88-5825,2008-04-14
8354,Lauretta,GAVIA,Male,Lotta,914-61-3349,1940-01-31
8427,Darya,TIEHEN,Male,Ruthann,990-67-6883,2012-05-01
8479,Donna,SANTAGO,Female,Alyse,970-45-9476,1965-11-22
8584,Lishe,SEPULUEDA,Female,Roana,948-85-9245,1988-07-02
8811,Georgie,BREITENSTEIN,Female,Daffy,969-27-9830,1959-06-22
9157,Karee,LAYCOX,Female,Carri,938-73-7210,1997-06-24
10597,Kynthia,PEDONE,Male,Leilah,934-45-6124,1950-05-22
10659,Gwenneth,CHEVERE,Female,Raynell,916-61-7592,1997-09-28
11033,Danit,CHOW,Male,Camel,926-71-3852,1968-03-21
11088,Amelita,HOGSETT,Female,Myrilla,999-62-2864,1959-08-11
11119,Tiertza,SCHONECK,Female,Dusty,909-34-2894,1947-11-20
11358,Willy,RUDGE,Female,Marcelia,913-39-3197,2019-04-24
11880,Brandie,MCCOULSKEY,Female,Almira,912-67-2942,1970-03-29
11910,Billy,DAKU,Female,Josselyn,959-22-1823,1983-07-31
11961,Alex,SNELLING,Male,Wileen,973-50-9366,1928-09-04
12053,Ardra,MCGUNNIGLE,Female,Lian,904-30-9280,1983-03-05
12193,Marie,PENINGTON,Female,Ysabel,960-98-4391,2013-11-12
12198,Evangelin,KALAHIKI,Female,Katya,995-45-8384,1959-04-17
12693,Charmaine,LONGFORD,Female,Nissie,932-63-8241,1940-02-15
12861,Doe,RITT,Male,Robbie,911-29-3455,1935-10-17
13076,Bertine,FELLON,Female,Stella,906-88-7469,1998-12-27
13217,Lorilee,HOIST,Male,Minna,952-49-3286,1931-05-31
13458,Harriett,CONVER,Female,Corenda,986-34-1022,2018-11-15
13529,Rozalie,BAWER,Male,Peggy,980-44-7344,1964-06-17
13646,Romola,BOJANOWSKI,Male,Gerrilee,923-21-5216,1980-04-01
13729,Matilda,WATERFORD,Female,Elwira,999-54-1272,1922-09-01
13827,Krissie,RUPINSKI,Female,Veriee,977-64-5665,1946-11-27
14527,Oralla,BAIZER,Female,Carolina,993-35-3434,1946-11-20
14660,Leanor,RAUZMAN,Female,Constanta,943-74-4957,1970-08-25
14680,Susanetta,BLATTNER,Female,Lucina,969-93-3647,1969-10-22
15204,Christyna,BEAUPARLANT,Male,Margot,903-98-4703,1984-11-28
15219,Annetta,DONAGHY,Female,Hyacinth,913-14-2791,1964-04-02
15268,Eloise,VANLIERE,Male,Coral,940-87-7059,1993-11-27
15335,Jeralee,ETHIER,Male,Alis,908-37-3343,1949-06-26
15351,Ansley,BLOOMBERG,Female,Delia,937-81-7055,2013-07-26
15547,Carlynne,MCCLENTON,Male,Darby,983-92-2094,1926-03-12
