id,firstName,lastName,gender,nickName,ssn,dateOfBirth
172,Erica,GASSEL,Female,Kirsten,983-55-4778,1976-11-02
613,Corenda,NORCROSS,Female,Fayre,985-19-2749,1949-07-17
1053,Anneliese,RUSHMORE,Male,Anitra,935-86-8075,1998-09-07
2096,Aleta,ZURMILLER,Male,Lanita,953-12-7373,1971-12-22
2237,Nelia,WOLK,Male,Loren,906-53-8199,1982-11-08
2264,Marianna,SOLLIS,Male,Nyssa,991-47-1333,1961-10-18
2447,Leisha,RICARDEZ,Male,Karna,931-87-7218,1972-10-21
2633,Tanya,HILLABUSH,Female,Ibbie,948-36-8914,1996-08-07
3026,Randa,EEKHOFF,Female,Tess,949-88-4837,1919-05-01
3078,Abigale,YUILL,Female,Leonanie,976-59-6079,1970-05-31
3202,Lynde,KRIZAN,Female,Hollie,909-61-7859,1950-10-20
3218,Alex,FILIPIAK,Male,Lindi,935-50-6990,1929-08-20
3227,Daisy,SCORDATO,Male,Timi,979-93-9185,2006-11-15
3350,Donia,DEPTULA,Male,Lucila,905-65-1897,1994-08-04
3656,Lynnet,LOSOLLA,Male,Teriann,943-10-2397,1994-03-28
3670,Ekaterina,DUBITSKY,Female,Phillis,943-18-8448,1941-11-27
3819,Alexa,PRATTEN,Male,Sibeal,984-84-3794,2003-10-31
3981,Isidora,GUNTERMAN,Male,Alessandra,987-56-2208,1989-01-17
4121,Stepha,SAO,Female,Joanna,901-45-2339,1952-10-02
4431,Maura,HOSTIN,Female,Feliza,912-97-9184,1982-04-28
4568,Martguerita,WERT,Female,Estell,902-72-4496,1928-11-11
4714,Deerdre,SCHARFF,Male,Genevieve,936-88-3904,1969-03-11
4885,Blanca,WEADON,Female,Sophia,978-95-3418,2018-05-15
4930,Johanna,TURLEY,Female,Emilee,977-56-9273,1959-08-12
5023,Hyacinth,COLEMEN,Female,Guenna,912-74-2550,1949-09-25
5562,Ardisj,CLIATT,Female,Anthea,915-14-5967,1970-06-01
5598,Dannie,PANELA,Female,Merline,943-89-5341,1992-01-03
5745,Barbabra,WINDOM,Male,Em,939-43-3522,2010-09-05
5858,Alikee,GIARDINA,Male,Brina,999-41-8126,1951-12-18
6143,Trista,CARRATURO,Male,Crystal,922-27-8233,1982-04-22
6198,Hilde,HOOMANA,Male,Rosanne,981-46-4646,1959-05-25
6437,Libbie,BALTRIP,Male,Liz,935-41-4095,1937-12-20
6878,Abagael,BALDUS,Male,Moll,931-12-5452,1928-10-25
6928,Leslie,HARNOIS,Male,Nissie,923-38-5408,1923-11-16
7007,Dorothy,TOPEL,Male,Clovis,930-18-4082,1968-09-13
7187,Nerti,MINROD,Male,Prue,999-41-8267,1955-09-19
8017,Cynthy,KINNARD,Male,Marita,904-11-4049,1978-11-01
8095,Aubrie,NYLANDER,Male,Elberta,998-28-5087,1973-09-08
8096,Lorinda,DIFRANCESCO,Female,Luisa,954-45-5003,1945-08-24
