id,firstName,lastName,gender,nickName,ssn,dateOfBirth
277,Nada,SANTAANA,Female,Aili,921-42-9818,1943-02-13
287,Daisi,DIEPPA,Male,Karla,958-87-6076,1946-03-10
348,Arleyne,XAYASITH,Male,Stephana,903-74-7687,1977-12-07
415,Bobbee,THIEMANN,Female,Aridatha,905-17-2042,1996-12-21
847,Rosa,STANER,Male,Emmeline,941-65-5668,2015-05-06
1077,Mora,SALIBA,Male,Bernadette,956-43-6663,1938-02-03
1336,Octavia,KEYT,Male,Colline,959-71-9936,2008-07-30
1594,Beulah,BETHURUM,Male,Tabina,925-57-4377,1982-06-05
1958,Tallia,DACRUZ,Female,Jeana,916-42-2854,1952-08-14
2157,Gratia,DEBARDELABEN,Male,Natka,980-98-3351,1977-05-25
2486,Romonda,SAILE,Male,Viviana,901-77-7614,1982-04-28
2648,Caitlin,MONKA,Male,Chrystal,954-29-8521,1946-03-31
2940,Pepi,EUSTICE,Male,Beth,900-16-1833,1993-04-19
3252,Eva,BRANSOM,Female,Suzanna,994-35-6612,1991-02-27
3640,Paulita,GOCHANOUR,Female,Larisa,973-64-5216,1979-10-05
4117,Ardis,HEEG,Male,Melicent,983-84-2427,1952-06-29
4905,Janeczka,WERBELOW,Male,Tracie,973-71-1446,1948-05-16
5339,Glenn,MOTTS,Female,Lissy,971-46-9437,1977-03-08
5417,Stesha,MILLE,Female,Dacy,979-98-3757,2001-06-30
5692,Kordula,RATKOVICH,Male,Allis,992-19-2927,1943-06-21
5741,Vania,SANDHU,Male,Kay,900-65-6965,1944-11-13
5799,Ernaline,LEFFEW,Female,Elvira,904-53-7702,1938-10-29
6172,Gloriane,ARCAUTE,Female,Michele,978-45-3001,1942-09-07
6361,Daniela,HANHARDT,Male,Lorenza,937-17-5771,2007-11-28
6664,Deeanne,BRUNT,Male,Morgana,956-46-5060,1950-01-14
6760,Marjorie,TRINKA,Female,Alvina,999-14-5701,1928-09-17
6917,Deny,REANDO,Female,Karola,920-84-8328,1962-06-12
6922,Margarette,WALDOW,Female,Danya,976-29-2298,1988-09-22
7202,Bibbie,GARRE,Female,Lorie,932-53-3793,1930-03-22
7215,Viola,MARACLE,Female,Sophronia,927-12-3134,1987-05-17
7612,Ora,COTTRILL,Female,Anita,956-16-7475,1943-01-01
7800,Camila,GRUBMAN,Female,Joannes,908-44-8715,1994-03-19
7867,Evangelina,GILLIS,Male,Evie,933-40-1157,2014-07-12
7872,Karlyn,GARZIA,Female,Cherey,916-44-7340,1950-10-02
7949,Bell,HILD,Male,Anette,903-36-1399,1974-01-08
8493,Catarina,PELLUM,Female,Rosalinda,919-11-4210,1929-04-28
8881,Aleda,HLEDIK,Male,Ivonne,930-75-1446,1976-09-11
9019,Kacy,COBDEN,Female,Marketa,911-42-6926,1955-04-04
9102,Olive,ANASTAS,Female,Leoline,972-43-4302,1952-02-21
9135,Faun,BUFFEY,Male,Donica,935-66-3117,2000-04-06
9891,Margarethe,SINEATH,Female,Sharlene,929-56-4273,1956-04-15
10028,Evey,CONSALVO,Female,Fayre,944-12-4227,2011-07-20
10426,Geneva,SWAYNE,Female,Stacy,918-75-6859,1941-07-11
10748,Barbee,URIOSTEJUE,Male,Karmen,921-65-2145,1981-11-15
10988,Stacia,LACHNER,Male,Nola,914-57-6914,1919-03-09
11085,Gus,BRITTENHAM,Male,Amaleta,948-31-7778,1992-10-06
11112,Jewel,ELLIOTT,Female,Erica,961-59-3063,1950-09-02
11204,Vonni,SYAL,Male,Dion,955-27-8670,2001-06-18
11638,Alameda,CAMPEAN,Female,Rene,950-96-8003,1981-11-16
11686,Lauren,MORESI,Female,Annalee,967-38-9472,1930-09-18
12085,Faye,KAWELL,Male,Kimberlyn,919-74-8267,2000-05-01
