id,firstName,lastName,gender,nickName,ssn,dateOfBirth
198,Noni,KROKUS,Male,Alethea,987-53-1402,1977-02-07
330,Shelagh,MELING,Female,Alexandrina,940-57-2095,1987-04-23
414,Novelia,CUTRER,Male,Sherie,997-26-8475,2000-12-08
530,Kessiah,HUY,Female,Marrissa,963-53-2782,1968-05-31
724,Georgine,STACKER,Male,Charisse,904-94-6637,1966-11-09
1211,Allissa,HOGUET,Female,Quentin,982-61-6778,1985-08-09
1241,Prissie,HILGERT,Male,Aili,921-75-4299,2004-06-30
1338,Anjela,JOECKEL,Male,Rodina,986-57-9832,1970-09-13
1526,Riannon,SALMI,Male,Bree,987-34-2039,1932-05-15
1640,Karalee,HERPICH,Female,Karlene,947-49-5667,1951-09-21
1711,Dyanne,LEONE,Male,Emera,947-25-8940,2000-03-24
1905,Karleen,KOESTLER,Male,Sioux,962-26-2002,1925-09-07
2263,Shayna,GUEBERT,Male,Maud,990-38-5979,1950-07-29
2317,Raynell,COTHREN,Female,Viviene,904-89-9164,2000-01-23
2355,Shana,RUTECKI,Male,Tiff,987-63-2175,1948-10-06
2378,Doralynne,OPSTEIN,Female,Katina,909-18-3303,1999-07-28
2488,Jacklin,KELLERMAN,Male,Koren,984-64-7494,1990-11-27
2489,Nerty,VALDESPINO,Female,Dorthy,953-81-8034,1986-09-24
2535,Rory,WEATHERLEY,Male,Kelley,951-38-3397,1968-07-17
2612,Daniella,MALVIN,Female,Monah,936-24-1435,1964-09-02
2681,Fiona,FILSAIME,Female,Reyna,919-82-5571,1934-03-25
2966,Abbe,SCHAUMBERG,Female,Maurita,968-91-5022,1948-07-06
3200,Willette,GOODHILE,Male,Robina,909-75-9206,1958-07-23
3368,Margaux,KINTZ,Male,Elysia,922-24-9846,2001-04-22
3930,Amandie,BREVIL,Female,Tiff,962-51-1556,1991-07-21
4187,Laurel,FASANO,Female,Marlee,961-23-6120,1993-08-31
4206,Ronni,VUOLO,Female,Nathalia,982-93-2116,1924-01-05
4235,Cindie,ROOKWOOD,Female,Deeann,952-55-2492,1981-11-19
4277,Madelyn,LEMARR,Female,Elene,901-89-1037,1935-10-21
4478,Cheslie,TANIKELLA,Male,Zuzana,987-19-8160,1939-06-22
4480,Deloria,MCARTHY,Male,Mariquilla,941-57-9162,1981-02-16
4603,Lanni,MALENFANT,Male,Gilly,972-64-6642,1987-02-28
4935,Emiline,DEIGHTON,Male,Shawnee,986-18-4420,2000-06-17
5279,Juana,BINGAMON,Male,Sapphira,934-49-4956,1969-03-07
5287,Nerta,SEAT,Male,Chelsae,907-42-7702,1924-11-27
5396,Shirlene,FRALEY,Male,Ingunna,940-97-2993,1956-09-06
5846,Violante,CARRETHERS,Female,Yetty,930-46-7675,1982-03-05
5871,Marga,ALECCA,Female,Brittne,916-63-1409,1929-07-08
5895,Ingaborg,ABDELRAHMAN,Male,Tedra,922-31-3959,1930-11-27
5964,Hertha,GREFRATH,Male,Bel,971-25-8556,1925-08-16
6086,Brigida,PINKS,Male,Catherine,908-22-9652,1958-06-13
6226,Merline,WINE,Male,Merrielle,968-94-1669,1958-12-15
6313,Thia,BEHMER,Female,Abigail,929-49-7322,1987-01-27
6678,Cathleen,MCCOMSEY,Male,Imogene,948-68-4735,1940-10-21
6809,Noel,MCCAULLEY,Male,Randa,901-33-1630,1943-02-23
6862,Lyndell,SLAUGHTERBECK,Male,Gabie,996-80-2443,2000-04-03
7148,Deina,BESKE,Female,Ronica,933-52-5020,2010-03-01
